id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
26794,AP-10261,feel that? it used to belong to bruce jenner,feel th@t? 1t used t0 bel0ng t0 bruce jenner,general,0,0,0.0,0.531332087891427,0,B,1,415,22,0,0,0,0,0,0
26795,AP-10262,i put brake fluid in my meth... now i can stop whenever i want,1 put br@ke flu1d 1n my meth... n0w 1 c@n st0p whenever 1 w@nt,personal,0,0,0.0,0.7724746507125484,1,A,1,252,1,0,0,0,0,0,0
26930,AP-10263,"african american leaders organizing the la riots april 29, 1992","african american leaders organizing the la riots april 29, 1992",general,0,0,0.0746001371424519,0.5111457886686765,1,B,0,417,10,0,0,0,2,1,0
27034,AP-10264,record black employment record black welfare record black imprisonment,record black employment record black welfare record black imprisonment,hate_speech,1,1,1.0,0.6154793637019211,1,B,0,153,17,0,0,0,0,1,1
27139,AP-10265,new military drone to fight isis it explodes on penatration,new military drone to fight isis it explodes on penatration,political,0,0,0.104717299991006,0.6405313641238273,1,A,0,466,14,0,0,0,2,1,0
27398,AP-10266,"if you believe that, i've got a virgin goat to sell you!","1f y0u bel1eve th@t, 1've g0t @ v1rg1n g0@t t0 sell y0u!",general,0,0,0.0,0.6753047284223519,2,B,1,202,2,0,0,0,2,1,0
27401,AP-10267,for the last time.. i'm not michelle obama,f0r the l@st t1me.. 1'm n0t m1chelle 0b@m@,personal,0,0,0.0,0.8069599295847389,1,B,1,272,24,0,0,0,0,0,0
27430,AP-10268,both men and women sacrificed in different ways but it was all to protect their comfortable home,b0th men @nd w0men s@cr1f1ced 1n d1fferent w@ys but 1t w@s @ll t0 pr0tect the1r c0mf0rt@ble h0me,general,0,0,0.0,0.5163499821287897,0,B,1,292,3,0,0,0,1,1,0
27489,AP-10269,how do we destroy the patriarchy? it's simple. we eat it,h0w d0 we destr0y the p@tr1@rchy? 1t's s1mple. we e@t 1t,general,0,0,0.0,0.6235501321164134,0,A,1,207,11,0,0,0,0,0,0
27605,AP-10270,lyin' thinking about lyin' really lyin' just got done lyin',ly1n' th1nk1ng @b0ut ly1n' re@lly ly1n' just g0t d0ne ly1n',general,0,0,0.0,0.8214310899814414,1,A,1,7,22,0,0,0,2,1,0
27816,AP-10271,black people anything that doesn't belong to them,bl@ck pe0ple @nyth1ng th@t d0esn't bel0ng t0 them,general,0,0,0.0,0.8131523430753976,0,B,1,5,27,0,0,0,1,1,0
27943,AP-10272,batman! thank god you've arrived!,b@tm@n! th@nk g0d y0u've @rr1ved!,general,0,0,0.0,0.9102453215644803,0,A,1,169,23,0,0,0,2,1,0
27946,AP-10273,cadbury's halal creme eggs  now available in special edition,cadbury's halal creme eggs  now available in special edition,general,1,1,1.0,0.5857767599314943,0,B,0,484,23,0,0,0,1,0,1
27953,AP-10274,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,1 w@s ch@tt1ng th1s l1ber@l ch1ck 1n @ b@r wh0 t0ld me th@t 1 sh0uld be m0re 0pen t0 musl1m culture s0 1 r@ped her,personal,1,2,0.6902238334729021,0.913044955017978,2,A,1,381,5,0,0,0,1,1,1
28061,AP-10275,just because they do this dosen't mean they'll do this,just bec@use they d0 th1s d0sen't me@n they'll d0 th1s,general,0,0,0.0,0.8655330627093003,2,A,1,202,28,1,2,1,0,0,0
28074,AP-10276,you know you're official when your friend invites you to church,you know you're official when your friend invites you to church,news_info,0,0,0.0,0.5489029469726845,0,A,0,9,21,0,0,0,0,0,0
28317,AP-10277,tries to send killers to kill dante in dantes inferno,tr1es t0 send k1llers t0 k1ll d@nte 1n d@ntes 1nfern0,threat,0,0,0.0,0.8914050151341999,2,B,1,468,14,0,0,0,0,0,0
28405,AP-10278,white people already paid reparations,wh1te pe0ple @lre@dy p@1d rep@r@t10ns,general,0,0,0.0,0.9868754994703838,2,B,1,395,4,0,0,0,2,1,0
28604,AP-10279,and then they said... what about the irish slaves??,and then they said... what about the irish slaves??,general,1,2,0.9334259820247164,0.8576731786045725,2,B,0,418,24,2,2,2,2,0,1
28704,AP-10280,our voice can change history for better or...worse,our voice can change history for better or...worse,general,0,0,0.0,0.8160286283529614,1,B,0,58,19,0,0,0,0,0,0
28793,AP-10281,congratulations it's non binary,congratulations it's non binary,general,0,0,0.0673605152723476,0.6430220353466722,0,B,0,486,28,0,0,0,0,0,0
28936,AP-10282,when you find out there's an opening for the role of first lady,when y0u f1nd 0ut there's @n 0pen1ng f0r the r0le 0f f1rst l@dy,humor,0,0,0.0,0.5987537602975438,1,A,1,403,12,0,0,0,1,1,0
28971,AP-10283,it wasn't my fault my truck has tranny issue's,it wasn't my fault my truck has tranny issue's,hate_speech,0,0,0.0,0.9761725554462736,1,A,0,482,8,0,0,0,0,0,0
29063,AP-10284,when people say you have an explosive personality,when people say you have an explosive personality,threat,0,0,0.0771171625009955,0.686969839857166,2,B,0,444,18,1,2,1,0,0,0
29163,AP-10285,what kind of punch can take out 20 kids and 6 adults? a sandy hook,wh@t k1nd 0f punch c@n t@ke 0ut 20 k1ds @nd 6 @dults? @ s@ndy h00k,threat,1,2,0.6368735788990765,0.7102393853441991,2,B,1,16,6,0,0,0,1,1,1
29376,AP-10286,get in loser we're invading poland,get 1n l0ser we're 1nv@d1ng p0l@nd,general,0,0,0.0,0.9609133473662242,1,A,1,324,23,1,2,1,0,0,0
29517,AP-10287,they told me i could become anything so i became a scarecrow,they t0ld me 1 c0uld bec0me @nyth1ng s0 1 bec@me @ sc@recr0w,general,0,0,0.0,0.5408593951322649,2,A,1,26,24,0,0,0,1,1,0
29731,AP-10288,take me out for dinner first then you have my permission to play lol,take me out for dinner first then you have my permission to play lol,humor,0,0,0.1784205734953925,0.9757174418979172,2,B,0,187,6,0,0,0,0,0,0
29761,AP-10289,ps4 playstation' vr required food simulator 18 18,ps4 playstation' vr required food simulator 18 18,general,0,0,0.0228643563441969,0.7543544417986594,2,A,0,250,21,2,2,2,0,0,0
29785,AP-10290,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","he's making a list, checking it twice gonna find out who's getting deported by i.c.e",news_info,0,0,0.0,0.9158479177884962,1,A,0,344,20,0,0,0,0,0,0
29813,AP-10291,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,rem0ves p0l1sh w1th chem1c@ls n0b0dy b@ts @n eye rem0ves p0l1sh w1th chem1c@ls everyb0dy l0ses h1s sh1t,general,1,2,0.7691438589101898,0.7830732817370833,0,A,1,416,2,0,0,0,2,0,1
29814,AP-10292,"if you hold a black baby to your ear, you can hear the police sirens","1f y0u h0ld @ bl@ck b@by t0 y0ur e@r, y0u c@n he@r the p0l1ce s1rens",general,1,2,0.8,0.8394775747109446,0,B,1,151,16,0,0,0,2,0,1
30247,AP-10293,broken chair,broken chair,general,0,0,0.0259658464785814,0.5217590532461129,1,B,0,283,23,0,0,0,0,0,0
30276,AP-10294,when the dishwasher isn't working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck,when the d1shw@sher 1sn't w0rk1ng pr0perly @nd y0u h@ve n0 tecn1c@l kn0wledge wh@ts0ever s0 y0u just dec1de t0 t@lk t0 1t @nd h0pe 1t st@rts w0rk1ng g00d luck,general,0,0,0.0,0.6626006284781378,1,A,1,286,5,0,0,0,1,1,0
30412,AP-10295,japanese fashion trends,japanese fashion trends,general,0,0,0.0,0.5400451993194008,1,B,0,179,12,0,0,0,0,0,0
30452,AP-10296,trump supporters be like show me where he lied,trump supp0rters be l1ke sh0w me where he l1ed,political,0,0,0.0,0.9586707637566374,2,A,1,86,6,1,1,1,1,1,0
30492,AP-10297,when i grow up i'm going to be a famous doctor,when i grow up i'm going to be a famous doctor,personal,0,0,0.0,0.6823462802233717,1,A,0,463,10,0,0,0,2,1,0
30628,AP-10298,"and to think, i almost swallowed you","and to think, i almost swallowed you",general,0,0,0.2531470515961804,0.6667991956822268,0,A,0,246,2,0,0,0,0,0,0
30687,AP-10299,slipped and hit the bathtub now everyone is asking if things are okay at home,slipped and hit the bathtub now everyone is asking if things are okay at home,general,0,0,0.0773454924103947,0.8130457516727558,1,A,0,230,29,1,0,1,0,0,0
30847,AP-10300,when you get caught jacking off to the snapchat girl filter of yourself that wasn't me that was patricia,when y0u get c@ught j@ck1ng 0ff t0 the sn@pch@t g1rl f1lter 0f y0urself th@t w@sn't me th@t w@s p@tr1c1@,humor,1,1,0.7526081154120448,0.6310382274875682,0,A,1,312,2,0,0,0,0,1,1
30948,AP-10301,how it feels to chew peppermint gum after biting a jalapeno,how it feels to chew peppermint gum after biting a jalapeno,general,0,0,0.1026571987050175,0.9155516531918078,1,A,0,382,29,0,0,0,1,1,0
30958,AP-10302,chocolate melts at 86*f,ch0c0l@te melts @t 86*f,general,0,0,0.0,0.5540391087488291,2,B,1,118,11,0,0,0,1,1,0
30986,AP-10303,this beef is so raw its eating the salad,th1s beef 1s s0 r@w 1ts e@t1ng the s@l@d,general,0,0,0.0,0.8317844904073037,1,A,1,19,26,0,0,0,0,0,0
31025,AP-10304,i refuse to debate gun control with folks who eat soap and are confused on which pisser to use,1 refuse t0 deb@te gun c0ntr0l w1th f0lks wh0 e@t s0@p @nd @re c0nfused 0n wh1ch p1sser t0 use,threat,0,0,0.0,0.6770062526423974,1,B,1,340,20,0,0,0,2,1,0
31074,AP-10305,that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow,th@t j0b 1nterv1ew w@s g01ng s0 well. unt1l 1 re@l1zed 1 w@s fucked up 0n @c1d 1n the m1ddle 0f @ c0rnf1eld n@ked @nd t@lk1ng t0 @ sc@recr0w,sexual,0,0,0.0,0.5600048594109006,2,A,1,296,7,1,2,1,0,0,0
31479,AP-10306,"the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing""","the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing""",hate_speech,1,1,0.8135865294074067,0.519268374505361,1,A,0,33,17,1,0,1,1,0,1
31568,AP-10307,alabama: bans abortions. all of alabama in 5 years,alabama: bans abortions. all of alabama in 5 years,general,0,0,0.1042993661429896,0.8341754299150197,2,B,0,356,19,0,0,0,2,1,0
31765,AP-10308,honestly i'm probably single because.. i never forwarded those chain messages in 2008,h0nestly 1'm pr0b@bly s1ngle bec@use.. 1 never f0rw@rded th0se ch@1n mess@ges 1n 2008,personal,0,0,0.0,0.7309800712704828,1,A,1,333,9,0,0,0,0,0,0
31794,AP-10309,i said a glass of orange juice not just any juice,i said a glass of orange juice not just any juice,general,0,0,0.1061177245483827,0.8082906976724308,2,B,0,246,3,0,0,0,0,0,0
31897,AP-10310,toshiba? i lost a friend on that beach,toshiba? i lost a friend on that beach,general,0,0,0.1170406594691503,0.9526248849097502,2,B,0,420,3,0,0,0,0,0,0
32046,AP-10311,smoke pours from the wtc on 911,smoke pours from the wtc on 911,general,0,0,0.0982485904123193,0.8741036604346633,2,B,0,376,16,0,0,0,0,0,0
32051,AP-10312,when they know you got a drug problem so they give you a gift card instead of cash but they don't know how the dope game is played!?,when they know you got a drug problem so they give you a gift card instead of cash but they don't know how the dope game is played!?,general,0,0,0.0382868563544689,0.7560069562356644,1,A,0,62,3,1,2,1,0,0,0
32089,AP-10313,red wine? that's a lifestyle choice,red wine? that's a lifestyle choice,general,0,0,0.0073301237408999,0.5171453547435716,2,B,0,262,13,0,0,0,2,1,0
32468,AP-10314,be sure to spay or neuter your spouse today,be sure to spay or neuter your spouse today,general,0,0,0.1091727340601773,0.8513144576629755,2,A,0,334,2,0,0,0,0,0,0
32485,AP-10315,when you floor it but your passengers arent ready,when you floor it but your passengers arent ready,humor,0,0,0.0,0.8598644504593467,2,B,0,241,29,0,0,0,0,0,0
32714,AP-10316,hahaha fucking idiot,h@h@h@ fuck1ng 1d10t,sexual,0,0,0.0,0.9105452054186554,2,B,1,104,6,0,0,0,0,0,0
32750,AP-10317,"william shatner has discontinued his new line of ladies lingerie apparently ""shatner panties"" wasn't the best choice for a name","william shatner has discontinued his new line of ladies lingerie apparently ""shatner panties"" wasn't the best choice for a name",sexual,0,0,0.0943742642824562,0.9003315060068497,2,B,0,188,11,0,0,0,2,1,0
32765,AP-10318,if you outlaw abortions abortions will just happen illegally but if you outlaw guns we will all be safe from gun crime,if you outlaw abortions abortions will just happen illegally but if you outlaw guns we will all be safe from gun crime,threat,0,0,0.0,0.6125708652891342,0,A,0,339,4,0,0,0,2,1,0
32768,AP-10319,theory of everything imdb 7.7/10,the0ry 0f everyth1ng 1mdb 7.7/10,general,0,0,0.0,0.740721932460052,1,B,1,489,2,0,0,0,0,0,0
32876,AP-10320,those are some clean burning jews i tell ya h'wat,th0se @re s0me cle@n burn1ng jews 1 tell y@ h'w@t,general,1,1,0.8,0.6808679926591847,0,B,1,301,28,0,0,0,2,1,1
34096,AP-10321,"removes polish with chemicals, nobody bats an eye","rem0ves p0l1sh w1th chem1c@ls, n0b0dy b@ts @n eye",general,0,0,0.0,0.6883088896319125,1,B,1,432,21,0,0,0,2,1,0
34165,AP-10322,be happy you dont have neanderthal dna,be h@ppy y0u d0nt h@ve ne@nderth@l dn@,general,0,0,0.0,0.9475219816447188,2,B,1,104,26,0,0,0,2,1,0
34186,AP-10323,when i was a kid i thought black people were made from anal sex,when 1 w@s @ k1d 1 th0ught bl@ck pe0ple were m@de fr0m @n@l sex,personal,1,1,0.7714094149367081,0.5901861502746033,1,B,1,389,5,0,0,0,2,1,1
34506,AP-10324,what's the difference between menstrual blood and sand? you can't gargle sand,wh@t's the d1fference between menstru@l bl00d @nd s@nd? y0u c@n't g@rgle s@nd,threat,0,0,0.0,0.6405680069080847,0,A,1,73,29,0,0,0,0,0,0
34508,AP-10325,jews are the problem. not just zionists or israelis. jews. all of them,jews @re the pr0blem. n0t just z10n1sts 0r 1sr@el1s. jews. @ll 0f them,general,1,2,0.8,0.7728980493317327,0,A,1,213,2,0,0,0,2,0,1
34581,AP-10326,teacher : dont make any explosives inside the lab *le mohammed :,teacher : dont make any explosives inside the lab *le mohammed :,general,1,2,0.8059408066916943,0.8758556223275089,2,A,0,408,21,0,0,0,0,1,1
34658,AP-10327,"pissed off two men becuase i refered to them as hipsters apparently the correct term is ""conjoined twins""","pissed off two men becuase i refered to them as hipsters apparently the correct term is ""conjoined twins""",general,1,1,1.0,0.6524437904664753,2,A,0,90,6,0,0,0,1,0,1
34675,AP-10328,normal people after a tragedy me : oh man these memes are going to be fucking great,normal people after a tragedy me : oh man these memes are going to be fucking great,sexual,0,0,0.0119986073922088,0.5554486624351218,1,B,0,136,24,0,0,0,0,0,0
34791,AP-10329,when i was a boy we didn't have things like adhd. it was called being a little bastard,when 1 w@s @ b0y we d1dn't h@ve th1ngs l1ke @dhd. 1t w@s c@lled be1ng @ l1ttle b@st@rd,personal,1,2,0.8,0.8779283559168403,0,B,1,491,6,0,0,0,0,1,1
34805,AP-10330,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time,humor,0,0,0.0168119178006194,0.8403261642857505,1,A,0,126,15,0,0,0,0,0,0
34852,AP-10331,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","gee, 1'd l1ke t0 su1c1de b0mb the cr@p 0ut 0f th@t church, but 1 g0t @ th1ng @t 5 c0uldn't @bdul d0 1t?",threat,1,1,0.8,0.6885687622063483,2,A,1,427,5,1,2,1,1,0,1
34862,AP-10332,when i grow up... lol nevermind,when 1 gr0w up... l0l neverm1nd,humor,0,0,0.0,0.6413345207855183,0,B,1,386,8,0,0,0,2,1,0
34901,AP-10333,gays aids it really be like that,g@ys @1ds 1t re@lly be l1ke th@t,general,0,0,0.0,0.8145630140943012,1,A,1,259,13,1,1,1,0,0,0
34920,AP-10334,the smell of not wearing deoderant,the smell of not wearing deoderant,general,0,0,0.0,0.6712016974995498,0,A,0,403,21,0,0,0,2,1,0
34961,AP-10335,this cat is pushing a watermelon out of a lake. your argument is invalid,th1s c@t 1s push1ng @ w@termel0n 0ut 0f @ l@ke. y0ur @rgument 1s 1nv@l1d,general,0,0,0.0,0.5310413960588185,2,B,1,449,26,0,0,0,1,1,0
35097,AP-10336,meanwhile at the isis strip club,meanwhile at the isis strip club,political,0,0,0.0516167422884398,0.6577533333230859,2,A,0,91,8,0,0,0,2,1,0
35102,AP-10337,please be patient... we creating a better fuckup for all,please be patient... we creating a better fuckup for all,general,0,0,0.2216211980433891,0.5099946441963995,1,B,0,414,4,0,0,0,0,0,0
35218,AP-10338,i can't wait to name you some dumb shit nobody can pronounce,i can't wait to name you some dumb shit nobody can pronounce,humor,0,0,0.0,0.9054117984005148,1,B,0,291,19,0,0,0,2,1,0
35219,AP-10339,they stole ma chickin i stole their life,they stole ma chickin i stole their life,general,1,1,1.0,0.566070984616434,0,B,0,246,17,1,2,1,2,1,1
35264,AP-10340,i like your cologne what is that? tricare? deers,1 l1ke y0ur c0l0gne wh@t 1s th@t? tr1c@re? deers,general,0,0,0.0,0.6494780344054749,1,B,1,46,28,0,0,0,1,1,0
35412,AP-10341,#treason anti-american democrat adam schiff funded by america-hating george soros,#tre@s0n @nt1-@mer1c@n dem0cr@t @d@m sch1ff funded by @mer1c@-h@t1ng ge0rge s0r0s,political,0,0,0.0,0.9923736399629784,2,A,1,3,25,0,0,0,0,0,0
35460,AP-10342,when someone tries to rape you but you rape him instead improvise. adapt. overcome,when s0me0ne tr1es t0 r@pe y0u but y0u r@pe h1m 1nste@d 1mpr0v1se. @d@pt. 0verc0me,sexual,0,0,0.0,0.8554171662302985,2,B,1,228,2,0,0,0,0,0,0
35618,AP-10343,i woke up like this,i woke up like this,general,0,0,0.0327146577011907,0.6039084350875026,2,A,0,299,29,0,0,0,0,0,0
35861,AP-10344,banner in the streets hulk in the sheets,b@nner 1n the streets hulk 1n the sheets,general,0,0,0.0,0.8958427422331953,0,A,1,82,13,0,0,0,0,0,0
35910,AP-10345,am i hearing the american people correctly you want to hand over all your means of protection and make it easier for terrorists to come into the country? gotcha!,am i hearing the american people correctly you want to hand over all your means of protection and make it easier for terrorists to come into the country? gotcha!,general,0,0,0.0067755151371897,0.943309615761224,2,A,0,136,2,0,0,0,0,0,0
35917,AP-10346,i pictured a black girl naked today can i get an std from this?,1 p1ctured @ bl@ck g1rl n@ked t0d@y c@n 1 get @n std fr0m th1s?,sexual,1,1,0.8,0.6632136328308424,1,A,1,210,16,0,0,0,0,1,1
36048,AP-10347,this would be racist if black people could read,this would be racist if black people could read,hate_speech,0,0,0.1437480430870021,0.8292415339896031,2,A,0,66,21,1,1,1,1,1,0
36072,AP-10348,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink","she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",general,0,0,0.1511863324591622,0.7192703489045318,0,A,0,433,13,0,0,0,1,1,0
36081,AP-10349,in this edition we don't buy property; we steal it!,1n th1s ed1t10n we d0n't buy pr0perty; we ste@l 1t!,general,1,1,0.6600876071895834,0.6811603745036829,0,B,1,142,26,0,0,0,0,1,1
36152,AP-10350,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died","when y0ur e@t1ng 0ut y0ur gr@ndm@ @nd y0u t@ste h0rse cum then th1nk t0 y0urself ""0h th@t's h0w she d1ed",sexual,0,0,0.0,0.6358618816043953,2,A,1,147,16,0,0,0,0,0,0
36187,AP-10351,mama i just killed a man,m@m@ 1 just k1lled @ m@n,general,0,0,0.0,0.616499928781141,1,A,1,141,8,0,0,0,2,1,0
36472,AP-10352,when you finger an asian girl,when you finger an asian girl,humor,0,0,0.0,0.8885759089440136,2,B,0,19,28,0,0,0,0,0,0
36480,AP-10353,i don't understand your specific kind of stupid. but i do admire your total commitment to it,1 d0n't underst@nd y0ur spec1f1c k1nd 0f stup1d. but 1 d0 @dm1re y0ur t0t@l c0mm1tment t0 1t,general,0,0,0.0,0.9543578761654976,2,B,1,19,22,0,0,0,0,0,0
36581,AP-10354,russian flag,russ1@n fl@g,general,0,0,0.0,0.6009434952954782,2,A,1,136,29,0,0,0,0,0,0
36597,AP-10355,white people after 10 shots black people after 10 shots,white people after 10 shots black people after 10 shots,general,0,0,0.0,0.5860863265797123,2,B,0,354,29,1,2,1,0,0,0
36974,AP-10356,do you have any idea how black you were going?,d0 y0u h@ve @ny 1de@ h0w bl@ck y0u were g01ng?,general,0,0,0.0,0.5525098650210629,2,A,1,406,22,2,1,2,0,0,0
36981,AP-10357,"when someone says, ""money can't buy happiness."" then explain these.","when someone says, ""money can't buy happiness."" then explain these.",general,0,0,0.0586858550835704,0.8017374614536943,0,A,0,490,28,0,0,0,2,1,0
37091,AP-10358,my sandwich-maker is very slow today,my s@ndw1ch-m@ker 1s very sl0w t0d@y,general,0,0,0.0,0.8217735570184772,1,A,1,26,17,0,0,0,2,1,0
37182,AP-10359,i may be blind but at least i'm not black,i may be blind but at least i'm not black,personal,1,2,1.0,0.868854477241116,2,B,0,358,13,1,1,1,2,0,1
37250,AP-10360,oh boy i hope i get out of here so i can go home and check on my dog,0h b0y 1 h0pe 1 get 0ut 0f here s0 1 c@n g0 h0me @nd check 0n my d0g,general,0,0,0.0,0.7356740168974722,0,A,1,212,15,0,0,0,0,0,0
37259,AP-10361,loyalty always has a cost some times it pays off... ...and some times you take a loss,loyalty always has a cost some times it pays off... ...and some times you take a loss,general,0,0,0.0,0.80983835397922,1,B,0,137,2,0,0,0,0,0,0
37402,AP-10362,when your stoner friend looks in your fridge,when your stoner friend looks in your fridge,general,0,0,0.0,0.6995409677324982,0,A,0,127,6,0,0,0,0,0,0
37408,AP-10363,i love everything and everybody! except for squirrels i hate squirrels,i love everything and everybody! except for squirrels i hate squirrels,personal,0,0,0.1003207531164204,0.8759967680026859,2,A,0,445,5,0,0,0,2,1,0
37548,AP-10364,i got some  down bitches i can call,1 g0t s0me  d0wn b1tches 1 c@n c@ll,general,0,0,0.0,0.9164545161728936,1,A,1,104,14,0,0,0,0,0,0
37641,AP-10365,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,threat,1,1,1.0,0.6714115266716407,0,A,0,334,4,0,0,0,1,0,1
37809,AP-10366,now that's what i call koality,n0w th@t's wh@t 1 c@ll k0@l1ty,general,0,0,0.0,0.9874006403583409,1,A,1,219,13,0,0,0,1,1,0
37865,AP-10367,i'm not saying that your perfume is too strong. all i'm saying is that the canary was alive before you got here,1'm n0t s@y1ng th@t y0ur perfume 1s t00 str0ng. @ll 1'm s@y1ng 1s th@t the c@n@ry w@s @l1ve bef0re y0u g0t here,personal,0,0,0.10592218708935,0.7902883997814109,2,B,1,328,1,0,0,0,1,1,0
38041,AP-10368,justin trudeau the imam of canada,just1n trude@u the 1m@m 0f c@n@d@,general,0,0,0.0021728123061748,0.7503391506306585,1,B,1,459,21,1,2,1,0,0,0
38069,AP-10369,morgan freeman morgan not-so-freeman,m0rg@n freem@n m0rg@n n0t-s0-freem@n,general,0,0,0.0,0.655870873178771,0,B,1,334,28,1,1,1,0,0,0
38127,AP-10370,how the co looks when he tells the crew were not getting mail on the next ras,how the co looks when he tells the crew were not getting mail on the next ras,general,0,0,0.0,0.5150768369148663,0,B,0,360,4,0,0,0,0,0,0
38156,AP-10371,"we used to have safe neighborhoods now we have ""diversity""","we used to have safe neighborhoods now we have ""diversity""",general,0,0,0.0829451420879057,0.966486064630548,2,A,0,436,25,1,2,1,0,0,0
38245,AP-10372,when you eat your rehab romance booty in the laundry room but she's day 3 sick,when y0u e@t y0ur reh@b r0m@nce b00ty 1n the l@undry r00m but she's d@y 3 s1ck,humor,0,0,0.0,0.9809961934773892,1,A,1,211,12,0,0,0,1,1,0
38427,AP-10373,when you see another black person getting their ass whipped by the cops stop breaking the law,when y0u see @n0ther bl@ck pers0n gett1ng the1r @ss wh1pped by the c0ps st0p bre@k1ng the l@w,humor,1,2,0.8,0.8733845272605031,1,A,1,220,16,0,0,0,2,0,1
38465,AP-10374,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes","y0 d@wg, 1 he@rd y0u l1ke memes  s0 1 m@de @ meme m0ck1ng memes y0u s0 y0u c@n c@n m0ck me kn0ck1ng memes wh1le re@d1ng m0ck memes",humor,0,0,0.0,0.984703577110176,1,B,1,336,11,0,0,0,0,0,0
38475,AP-10375,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart","1 d0n't @lw@ys feel l1ke 1'm @t the t0p 0f the gene p00l but when 1 d0, 1'm @t w@lm@rt",personal,0,0,0.0,0.5119567463872703,0,A,1,315,4,0,0,0,1,1,0
38490,AP-10376,"""people are tired of the same, old ideas"" says the 74 year old socialist","""people are tired of the same, old ideas"" says the 74 year old socialist",political,0,0,0.0330540951594509,0.6033159269769888,0,B,0,197,24,2,2,2,1,1,0
38529,AP-10377,"fuck you, asshole how's that for customer service?","fuck y0u, @ssh0le h0w's th@t f0r cust0mer serv1ce?",sexual,0,0,0.0,0.9746591744589774,0,A,1,200,22,0,0,0,1,1,0
38612,AP-10378,so there is this new implant that can actually fix stupid,so there is this new implant that can actually fix stupid,general,0,0,0.1707899209021204,0.6159551718438268,2,A,0,240,16,0,0,0,0,0,0
38624,AP-10379,not my president not my residents,n0t my pres1dent n0t my res1dents,political,1,1,0.8,0.6766814065461473,2,B,1,358,11,0,0,0,2,1,1
38625,AP-10380,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",hate_speech,1,1,0.8724604716088495,0.673658114231066,2,A,0,250,6,0,0,0,1,0,1
38629,AP-10381,a good heart goes a long way,a good heart goes a long way,general,0,0,0.0,0.9893603700477868,1,B,0,40,26,1,0,1,0,0,0
38704,AP-10382,chicken niggers,ch1cken n1ggers,general,1,2,0.8,0.8271870130425273,1,B,1,418,18,1,2,1,2,0,1
39164,AP-10383,"beheaded, shot and stoned to death: 369 trans people killed this year you gotta pump those numbers up. those are rookie numbers","behe@ded, sh0t @nd st0ned t0 de@th: 369 tr@ns pe0ple k1lled th1s ye@r y0u g0tt@ pump th0se numbers up. th0se @re r00k1e numbers",general,1,2,0.8,0.960894382710328,1,B,1,222,1,0,0,0,0,1,1
39256,AP-10384,"this isn't the way, there's always a better way","this isn't the way, there's always a better way",general,0,0,0.1450063789560787,0.9134510076681136,0,B,0,425,17,1,2,1,0,0,0
39601,AP-10385,welcome refugees to poland's newest 5 star hotel,welcome refugees to poland's newest 5 star hotel,general,0,0,0.0,0.5554528804345443,1,B,0,303,19,1,1,1,1,1,0
39652,AP-10386,donald trump proving you don't have to be poor to be trailer trash,d0n@ld trump pr0v1ng y0u d0n't h@ve t0 be p00r t0 be tr@1ler tr@sh,political,0,0,0.0,0.7871426977247878,0,B,1,266,2,0,0,0,1,1,0
39805,AP-10387,look both ways before you cross the street,look both ways before you cross the street,general,0,0,0.0458073763802537,0.7068045646112953,1,B,0,412,6,0,0,0,0,0,0
39821,AP-10388,even i can see duke sucks,even i can see duke sucks,general,0,0,0.0400771051879386,0.6331223941358692,1,B,0,362,6,0,0,0,0,0,0
40137,AP-10389,muslims moved in... but theyre not moving out.,musl1ms m0ved 1n... but theyre n0t m0v1ng 0ut.,general,0,0,0.0,0.8345957958041903,1,A,1,160,7,0,0,0,0,0,0
40153,AP-10390,"""okay class bring out your calculators"" mohammed:","""okay class bring out your calculators"" mohammed:",general,1,2,0.9960879710742904,0.9951246309268966,0,B,0,223,20,0,0,0,2,0,1
